Gene	Gene
FAM90A1	NDNE
FAM195A	NDNE
MTA3	NDNE
WDR17	NDNE
NUP88	NDNE
NEURL2	NDNE
GIT2	NDNE
TESPA1	NDNE
DAO	NDNE
FAM83F	NDNE
STOML1	NDNE
OR5I1	NDNE
SNRPD3	NDNE
NFE2L3	NDNE
CHID1	NDNE
OR4P4	NDNE
PER3	NDNE
DARS2	NDNE
LRRC25	NDNE
HIPK3	NDNE
DFNA5	NDNE
HIPK2	NDNE
MSLN	NDNE
C7orf66	NDNE
ANKRD36C	NDNE
TREX1	NDNE
TMEM63B	NDNE
KIF9	NDNE
GBP6	NDNE
CAPS	NDNE
C2CD4D	NDNE
PSMC5	NDNE
CLK3	NDNE
ZNF277	NDNE
TNNI3K	NDNE
POGZ	NDNE
ZNF135	NDNE
C5orf24	NDNE
TMED8	NDNE
LIN52	NDNE
C22orf23	NDNE
SMAP2	NDNE
SUSD2	NDNE
P2RY2	NDNE
LINC00528	NDNE
ZNF671	NDNE
VPS39	NDNE
NUP107	NDNE
SLC9C1	NDNE
MAST1	NDNE
C9orf173	NDNE
TMEM178A	NDNE
DDA1	NDNE
NEK2	NDNE
ELOVL2	NDNE
DCBLD2	NDNE
HSD17B6	NDNE
CPSF3L	NDNE
SGSM3	NDNE
OR2T10	NDNE
MRPL46	NDNE
PAPOLA	NDNE
DLG5	NDNE
HOXD8	NDNE
PPP6C	NDNE
LMOD2	NDNE
MXD4	NDNE
CENPJ	NDNE
RPL22L1	NDNE
GAL3ST2	NDNE
KCNK2	NDNE
IL17RE	NDNE
UBL3	NDNE
RP1L1	NDNE
CCDC14	NDNE
THSD1	NDNE
PLD1	NDNE
CYB5D1	NDNE
CASD1	NDNE
GSKIP	NDNE
ACY1	NDNE
FAM50B	NDNE
SCNN1D	NDNE
FBXO31	NDNE
AKNAD1	NDNE
TLN2	NDNE
PAIP2	NDNE
ROPN1	NDNE
C11orf45	NDNE
ACAD8	NDNE
MROH6	NDNE
WDR88	NDNE
EBI3	NDNE
ATP6V1C1	NDNE
NUP210L	NDNE
ATP6V1D	NDNE
DDX19B	NDNE
ZNF257	NDNE
DHRS7B	NDNE
MYZAP	NDNE
GRK4	NDNE
DYM	NDNE
SH2D1B	NDNE
CD300E	NDNE
FAM114A2	NDNE
APITD1	NDNE
RBMXL2	NDNE
AAGAB	NDNE
CDH15	NDNE
ANKDD1B	NDNE
HTR3C	NDNE
OR7G2	NDNE
WNT8B	NDNE
C4orf6	NDNE
LINC01169	NDNE
TSPAN15	NDNE
ANAPC15	NDNE
GALNT11	NDNE
DEFB114	NDNE
RAB3B	NDNE
STX19	NDNE
IZUMO3	NDNE
NRIP3	NDNE
HCRTR1	NDNE
EDRF1	NDNE
NGLY1	NDNE
LNP1	NDNE
UNC13D	NDNE
FAM24B	NDNE
SCGB2A1	NDNE
TAAR6	NDNE
DET1	NDNE
ELANE,ELA2	NDNE
WFDC10B	NDNE
WIPF2	NDNE
PSMB11	NDNE
ATP6V1E1	NDNE
RPL31	NDNE
OR5AS1	NDNE
BOD1L1	NDNE
MT1X	NDNE
MTIF2	NDNE
LY86	NDNE
ZNF442	NDNE
SEH1L	NDNE
CYP4B1	NDNE
TRABD2B	NDNE
NOC2L	NDNE
KCNB1	NDNE
SAMD4B	NDNE
LCMT2	NDNE
PDIK1L	NDNE
C2CD2	NDNE
SSBP3-AS1	NDNE
LAPTM4B	NDNE
OR6J1	NDNE
MPC1	NDNE
CREB3L1	NDNE
BICD2	NDNE
CD3G	NDNE
TBC1D22B	NDNE
NHLRC4	NDNE
ZNF443	NDNE
MRPL37	NDNE
MROH7	NDNE
HOMER1	NDNE
SCYL3	NDNE
FAM86B1	NDNE
FAM13C	NDNE
VPS37A	NDNE
PRAMEF19	NDNE
DDX59	NDNE
KRI1	NDNE
HJURP	NDNE
DCUN1D4	NDNE
TDRD15	NDNE
ZAR1L	NDNE
PXYLP1	NDNE
C20orf96	NDNE
ZNF563	NDNE
DPYSL2	NDNE
ADIPOR1	NDNE
RNF44	NDNE
MDFIC	NDNE
KIFC2	NDNE
STOML2	NDNE
GRID2IP	NDNE
MZB1	NDNE
RAVER2	NDNE
CTNNBL1	NDNE
TIGD1	NDNE
TRPV4	NDNE
TBL2	NDNE
ALKBH3	NDNE
OTUB1	NDNE
CCNDBP1	NDNE
UBE2M	NDNE
KLHL9	NDNE
PLEKHN1	NDNE
MCM5	NDNE
NAT10	NDNE
GRAMD2	NDNE
EBNA1BP2	NDNE
ANXA2R	NDNE
ADAM28	NDNE
OR2A14	NDNE
MED23	NDNE
GRHPR	NDNE
CES3	NDNE
ALK	NDNE
OR14I1	NDNE
DPCD	NDNE
TMEM97	NDNE
KIR2DL4	NDNE
TMX1	NDNE
CORO7	NDNE
IFNW1	NDNE
RPS11	NDNE
ZNF140	NDNE
ERVV-2	NDNE
IL21R	NDNE
ZNF835	NDNE
MOV10	NDNE
OR1E2	NDNE
UBE2D2	NDNE
DSCR4	NDNE
C14orf178	NDNE
MARCH5	NDNE
WDR46	NDNE
NBPF4	NDNE
DHDH	NDNE
NPIPA8	NDNE
SLC36A2	NDNE
MTRNR2L12	NDNE
IMP4	NDNE
CDCP1	NDNE
RANBP3L	NDNE
EIF3CL	NDNE
FAXC	NDNE
MTFP1	NDNE
MVD	NDNE
RTP1	NDNE
PKHD1L1	NDNE
SPACA1	NDNE
LINC01553	NDNE
ASB7	NDNE
CHRNA2	NDNE
FAM120A	NDNE
ZNF254	NDNE
EFCAB5	NDNE
ATP5A1	NDNE
RBM25	NDNE
GPR63	NDNE
ITM2C	NDNE
OR2M5	NDNE
GLIPR1	NDNE
DTX1	NDNE
UBE2G1	NDNE
HID1	NDNE
SLIT1	NDNE
SCN7A	NDNE
INTS4	NDNE
PDPR	NDNE
KRTAP10-11	NDNE
RAB2A	NDNE
SDC2	NDNE
CDIP1	NDNE
SLC26A1	NDNE
ZSCAN29	NDNE
SLC15A4	NDNE
PCDHGA11	NDNE
GDAP2	NDNE
LRRC43	NDNE
CEP41	NDNE
SNRPB	NDNE
PRND	NDNE
TMOD4	NDNE
CA5A	NDNE
LRGUK	NDNE
ATRIP	NDNE
NUP54	NDNE
WFDC2	NDNE
FBXL3	NDNE
PROK1	NDNE
OR2T8	NDNE
OR6C2	NDNE
SIPA1	NDNE
CREBL2	NDNE
MYEF2	NDNE
SH3RF3	NDNE
NR1D1	NDNE
EAF2	NDNE
CYB5B	NDNE
EFCAB11	NDNE
TFIP11	NDNE
EPS8L3	NDNE
SEPW1	NDNE
USP17L19	NDNE
NICN1	NDNE
ELP2	NDNE
LGALS1	NDNE
TMED9	NDNE
SPINK9	NDNE
WAPAL	NDNE
ACER2	NDNE
SEC14L1	NDNE
FBXO6	NDNE
MCOLN2	NDNE
FAM25BP	NDNE
PADI3	NDNE
RASSF4	NDNE
HMOX2	NDNE
PLEKHG2	NDNE
KRT71	NDNE
OLAH	NDNE
HRCT1	NDNE
DNAH3	NDNE
NFATC2	NDNE
MAPK8	NDNE
KPNA5	NDNE
LCE4A	NDNE
AKAP8	NDNE
UBE4A	NDNE
LETMD1	NDNE
PYCR1	NDNE
ADH1B	NDNE
CLEC12A	NDNE
VN1R2	NDNE
ST6GALNAC5	NDNE
MYOT,TTID	NDNE
DPH6	NDNE
POM121L12	NDNE
ZBTB32	NDNE
DCDC1	NDNE
OOEP	NDNE
ATPIF1	NDNE
FOXD4L3	NDNE
TPSAB1	NDNE
COX5B	NDNE
OLFM3	NDNE
C14orf28	NDNE
EPG5	NDNE
RNF43	NDNE
NECAB2	NDNE
OR1N1	NDNE
CBX8	NDNE
SIRPG	NDNE
DNA2	NDNE
GSC2	NDNE
IQCF5	NDNE
C1orf233	NDNE
DIRC2	NDNE
NGRN	NDNE
SUV420H2	NDNE
SH3BP1	NDNE
PAPD7	NDNE
SPATA9	NDNE
FOXI2	NDNE
UIMC1	NDNE
TRADD	NDNE
FOXRED1	NDNE
ZHX1-C8orf76	NDNE
UTP20	NDNE
PRKCA	NDNE
STX16-NPEPL1	NDNE
DHRS4L2	NDNE
ETV3L	NDNE
TRDN	NDNE
VSIG8	NDNE
OR7A10	NDNE
CCL1	NDNE
MIS12	NDNE
ELP4	NDNE
ANKRD35	NDNE
MPEG1	NDNE
MYO3A	NDNE
SLC38A6	NDNE
ICE2	NDNE
DNAAF1	NDNE
OLFM1	NDNE
PCDHGA6	NDNE
CCDC25	NDNE
EDC3	NDNE
PABPC4L	NDNE
PRKAR1B	NDNE
NOXRED1	NDNE
OR14C36	NDNE
NPBWR1	NDNE
MCMDC2	NDNE
SMAGP	NDNE
HGH1	NDNE
C1orf105	NDNE
ITPKB	NDNE
ANKRD24	NDNE
C1QC	NDNE
UBFD1	NDNE
KIF18B	NDNE
BTLA	NDNE
CRNKL1	NDNE
ANGPTL1	NDNE
KYNU	NDNE
MIF4GD	NDNE
FAM183A	NDNE
OTUD1	NDNE
CEP162	NDNE
PSKH2	NDNE
KLK7	NDNE
TMPRSS11A	NDNE
C8orf49	NDNE
RCBTB1	NDNE
TMEM215	NDNE
SREK1IP1	NDNE
OAS3	NDNE
DNTT	NDNE
PCMTD1	NDNE
BTG4	NDNE
GUF1	NDNE
MFAP3	NDNE
VCPKMT	NDNE
YEATS4	NDNE
CRIP2	NDNE
MRPS16	NDNE
SARM1	NDNE
URGCP	NDNE
CREB3L4	NDNE
C9orf40	NDNE
TBC1D7	NDNE
CCDC96	NDNE
TLK2	NDNE
CBR1	NDNE
TSPEAR	NDNE
CYP3A43	NDNE
HNRNPA0	NDNE
C1orf86	NDNE
GRIN3A	NDNE
AP1S1	NDNE
P4HA3	NDNE
ESPN	NDNE
TMEM116	NDNE
NKX6-3	NDNE
LILRB1	NDNE
ATL2	NDNE
SERPINB7	NDNE
CIDEA	NDNE
CNTN4	NDNE
ZNF101	NDNE
KLHL30	NDNE
TARBP1	NDNE
ZBED5	NDNE
ZNF644	NDNE
ING2	NDNE
TATDN3	NDNE
RRP7A	NDNE
CNPY4	NDNE
CYLC2	NDNE
TMEM225	NDNE
CFAP126	NDNE
P2RY14	NDNE
STK11IP	NDNE
PCDHB1	NDNE
CD302	NDNE
SLFN12	NDNE
CYP27C1	NDNE
ENDOU	NDNE
ZNF782	NDNE
RQCD1	NDNE
FARP1	NDNE
C6orf195	NDNE
NDST4	NDNE
SLC35D2	NDNE
NAMPTP1	NDNE
PGF	NDNE
DNAH17	NDNE
PRSS22	NDNE
OLFM4	NDNE
ZNF547	NDNE
COMMD6	NDNE
ZC3H7B	NDNE
WDR86	NDNE
SGK2	NDNE
UGT2A3	NDNE
NOP2	NDNE
TNK1	NDNE
CCDC173	NDNE
MBNL1-AS1	NDNE
PHF2	NDNE
UBXN7	NDNE
SEMA7A	NDNE
PCDHGA4	NDNE
GTPBP8	NDNE
DHX30	NDNE
LRRC38	NDNE
AARS2	NDNE
NYNRIN	NDNE
DOLPP1	NDNE
KBTBD13	NDNE
LRRC47	NDNE
ASB18	NDNE
PGBD3	NDNE
PLSCR2	NDNE
ZNF462	NDNE
TTC17	NDNE
BCDIN3D	NDNE
PLCD4	NDNE
OPRL1	NDNE
LEPREL2	NDNE
MARC1	NDNE
INSRR	NDNE
OR5M10	NDNE
C8orf37	NDNE
NIM1K	NDNE
ASTN1	NDNE
RETSAT	NDNE
KTN1	NDNE
GEMIN6	NDNE
HTR3B	NDNE
CCDC130	NDNE
POC1B-GALNT4	NDNE
MPC2	NDNE
DAZAP2	NDNE
COA4	NDNE
KDM1B	NDNE
POLR2F	NDNE
FAM160B2	NDNE
MBOAT4	NDNE
PKMYT1	NDNE
NBEAL1	NDNE
CDK5R2	NDNE
NDUFB10	NDNE
DNAJB12	NDNE
KDM7A	NDNE
KLHL6	NDNE
GPHA2	NDNE
DPY19L1	NDNE
PRELID2	NDNE
DUSP22	NDNE
GAS7	NDNE
ERMARD	NDNE
KEL	NDNE
RNF183	NDNE
ZNF493	NDNE
MUC7	NDNE
BRICD5	NDNE
CDKL4	NDNE
KATNB1	NDNE
TPRKB	NDNE
CDK9	NDNE
SYTL1	NDNE
DMC1	NDNE
FOXS1	NDNE
KCNG4	NDNE
HOXA7	NDNE
SLC5A9	NDNE
BPIFB1	NDNE
GPN2	NDNE
MRPS18C	NDNE
ITPRIP	NDNE
NAPB	NDNE
DGCR2	NDNE
CDKN2C	NDNE
SMG5	NDNE
TEKT5	NDNE
PLLP	NDNE
HTR1D	NDNE
NOC3L	NDNE
TUBA3D	NDNE
RBM22	NDNE
ATP6AP1L	NDNE
DNAJB9	NDNE
SPTBN4	NDNE
KLRK1	NDNE
PLA2G1B	NDNE
SLMAP	NDNE
C1QB	NDNE
CEACAM1	NDNE
LINGO4	NDNE
FBXL2	NDNE
NIT2	NDNE
ABLIM3	NDNE
ZNF786	NDNE
LBX2	NDNE
C8orf76	NDNE
NUP43	NDNE
NKD1	NDNE
PTPN3	NDNE
RNASE7	NDNE
BAALC-AS2	NDNE
PHYHIPL	NDNE
LILRA5	NDNE
SDF2	NDNE
JMJD7-PLA2G4B	NDNE
C10orf90	NDNE
NDUFA5	NDNE
SLC48A1	NDNE
DLX4	NDNE
SPP2	NDNE
LAG3	NDNE
AVPI1	NDNE
FOSB	NDNE
MC5R	NDNE
SPATA31A1	NDNE
PHF19	NDNE
CSNK1A1	NDNE
RARRES1	NDNE
C1orf132	NDNE
FUBP1	NDNE
THAP8	NDNE
SMYD3	NDNE
SGOL1	NDNE
DMRT3	NDNE
SNW1	NDNE
SCAMP2	NDNE
MGMT	NDNE
FAM102A	NDNE
ADAM2	NDNE
LINC00710	NDNE
PPP1R13B	NDNE
OR9A2	NDNE
EYS	NDNE
SLC38A7	NDNE
MARCH9	NDNE
HIST2H3C	NDNE
RNF8	NDNE
CREBRF	NDNE
RSL24D1	NDNE
AQP12A	NDNE
DDX41	NDNE
PUS3	NDNE
HELQ	NDNE
GPR110	NDNE
MMP24	NDNE
TMEM88	NDNE
EMX1	NDNE
CFAP57,WDR65	NDNE
MOGAT1	NDNE
EYA2	NDNE
ARG2	NDNE
GCNT3	NDNE
TAAR5	NDNE
LAPTM5	NDNE
MYBL1	NDNE
TP53RK	NDNE
CGGBP1	NDNE
USP13	NDNE
UQCR10	NDNE
ENPP4	NDNE
MCFD2	NDNE
FAM103A1	NDNE
DNAH8	NDNE
APMAP	NDNE
NWD2	NDNE
ZNF720	NDNE
MRPL28	NDNE
KIAA1244	NDNE
ZNF704	NDNE
KBTBD12	NDNE
LIN7A	NDNE
UMAD1	NDNE
GSDMB,GSDML	NDNE
USP17L26	NDNE
ROGDI	NDNE
OR51A7	NDNE
RBM27	NDNE
ZNF554	NDNE
CEP68	NDNE
FAM222A	NDNE
CAMSAP3	NDNE
HINT2	NDNE
MYO1C	NDNE
COQ10A	NDNE
SLC30A10	NDNE
AMY1C	NDNE
NAT1	NDNE
RARG	NDNE
AIFM2	NDNE
WDR20	NDNE
CWF19L1	NDNE
KIF3C	NDNE
PRDM11	NDNE
GTPBP1	NDNE
RHEBL1	NDNE
MFSD6L	NDNE
PIGH	NDNE
TPBGL	NDNE
C9orf163	NDNE
ATAT1	NDNE
ALOX15	NDNE
SLC7A11	NDNE
LGALS4	NDNE
CA13	NDNE
LRRFIP1	NDNE
C3orf36	NDNE
C2orf68	NDNE
KIAA0368	NDNE
SCAF1	NDNE
TM9SF4	NDNE
LXN	NDNE
SHC2	NDNE
MAP3K6	NDNE
PNLIP	NDNE
OR1K1	NDNE
PEAK1	NDNE
C9orf16	NDNE
MRFAP1L1	NDNE
AANAT	NDNE
CEP95	NDNE
GNA15	NDNE
FAM96B	NDNE
KAZALD1	NDNE
CHCHD6	NDNE
EPS8	NDNE
DEFB135	NDNE
LRG1	NDNE
KCNK18	NDNE
TRIM11	NDNE
HIGD2B	NDNE
KCNG3	NDNE
KRT77	NDNE
OR5H2	NDNE
DYTN	NDNE
DNAJC13	NDNE
TXNL1	NDNE
ANKRD13B	NDNE
LRRC17	NDNE
CDK20	NDNE
LCE1B	NDNE
AKR1A1	NDNE
ZNF302	NDNE
NLRC4	NDNE
TRMT1L	NDNE
NKD2	NDNE
GDF5OS	NDNE
PPP2R2A	NDNE
CYP4F3	NDNE
VWA9	NDNE
EGFLAM	NDNE
SPTLC3	NDNE
GYPE	NDNE
MDGA1	NDNE
RNASEK-C17orf49	NDNE
C8orf22	NDNE
C1QTNF4	NDNE
LGALSL	NDNE
COLCA2	NDNE
CDK7	NDNE
SMDT1	NDNE
RNF24	NDNE
RHOBTB1	NDNE
BRMS1L,BRMS1	NDNE
NUDT4	NDNE
NKX2-6	NDNE
POLR3D	NDNE
ZFHX2	NDNE
SMIM19	NDNE
BHLHE41	NDNE
NEFH	NDNE
MEF2D	NDNE
C18orf21	NDNE
ENC1	NDNE
HAUS1	NDNE
OR4C13	NDNE
ALKBH7	NDNE
GOLGB1	NDNE
FABP9	NDNE
WIBG	NDNE
GH2	NDNE
SLC29A1	NDNE
CYTIP	NDNE
GOLGA8F	NDNE
TIAM1	NDNE
TTLL2	NDNE
LRRC48	NDNE
YPEL3	NDNE
RABIF	NDNE
ACSBG2	NDNE
TPRN	NDNE
MTMR9	NDNE
RALGPS1	NDNE
MKRN1	NDNE
CHCHD10	NDNE
TBCD	NDNE
NEU3	NDNE
MYO5C	NDNE
RAVER1	NDNE
HMGB2	NDNE
USP17L5	NDNE
C22orf42	NDNE
CACNG8	NDNE
ALDH1L2	NDNE
SCIN	NDNE
DPY30	NDNE
KHDC1L	NDNE
JSRP1	NDNE
ARL6IP5	NDNE
BAMBI	NDNE
BLNK	NDNE
TDP1	NDNE
LRRC1	NDNE
UST	NDNE
HMG20B	NDNE
TUBGCP3	NDNE
KLHL25	NDNE
ZNF660	NDNE
CA14	NDNE
DESI2	NDNE
MPV17	NDNE
CLK2	NDNE
PDE5A	NDNE
PEX11A	NDNE
OR1C1	NDNE
MED26	NDNE
FKBP3	NDNE
WDR48	NDNE
MINOS1-NBL1	NDNE
RGS12	NDNE
PCDHAC1	NDNE
SRM	NDNE
FOLH1	NDNE
MNDA	NDNE
C1orf226	NDNE
ANKRD61	NDNE
RHBDD2	NDNE
LACRT	NDNE
OR52N2	NDNE
LIM2	NDNE
INTS8	NDNE
EFCAB1	NDNE
CPTP	NDNE
PSD4	NDNE
TOMM70A	NDNE
KRTAP5-3	NDNE
BZW1	NDNE
GJA10	NDNE
SPARC	NDNE
EPHA6	NDNE
UBAP2L	NDNE
SMN2	NDNE
SMCO1	NDNE
AP5B1	NDNE
NKAIN4	NDNE
CPQ	NDNE
B3GNT3	NDNE
TAF5L	NDNE
C7orf69	NDNE
MED19	NDNE
CD7	NDNE
DNAJC22	NDNE
SDR42E2	NDNE
FAM205A	NDNE
MRPL48	NDNE
ADCY8,ADCY3	NDNE
ZBTB48	NDNE
STAU1	NDNE
FAM134C	NDNE
MOB1B	NDNE
MCU	NDNE
KRT20	NDNE
SGTB	NDNE
FBLN7	NDNE
OGG1	NDNE
NAGS	NDNE
RTF1	NDNE
SAR1A	NDNE
RBM14-RBM4	NDNE
TRIM5	NDNE
UPK3BL	NDNE
C1orf68	NDNE
OR2T1	NDNE
DLG2,MPP2	NDNE
SPATA12	NDNE
OR4K13	NDNE
TG	NDNE
GUCD1	NDNE
C8orf74	NDNE
ZNF287	NDNE
KANSL3	NDNE
KIRREL3	NDNE
SERF1A	NDNE
STIP1	NDNE
OR52E8	NDNE
TRIM21	NDNE
TAGLN	NDNE
TIRAP	NDNE
ANAPC11	NDNE
FAM198A	NDNE
RPS3	NDNE
KCTD10	NDNE
VWA1	NDNE
ARHGAP10	NDNE
PCDHGB1	NDNE
TRIM68	NDNE
SCAF8	NDNE
MYO9B	NDNE
ACTR2	NDNE
PDE11A	NDNE
CARD6	NDNE
ANKS4B	NDNE
SV2C	NDNE
CCAR2	NDNE
RABGGTA	NDNE
MLF1	NDNE
ZNF384	NDNE
CHRM3	NDNE
GOLT1B	NDNE
ATP1B1	NDNE
ALPPL2	NDNE
EPRS	NDNE
OR4F4	NDNE
STAG1	NDNE
SEL1L2	NDNE
CLEC11A	NDNE
ANKRA2	NDNE
MFAP2	NDNE
DUX4L6	NDNE
LRRTM4	NDNE
WDR66	NDNE
ZNF573	NDNE
MIPOL1	NDNE
IGFALS	NDNE
FAT2	NDNE
FAM154B	NDNE
VWA5A	NDNE
PXT1	NDNE
SUPT16H	NDNE
PTPRN	NDNE
CYP3A7	NDNE
CARD16	NDNE
SORCS3	NDNE
URI1	NDNE
PROX2	NDNE
GRM1	NDNE
MAN2A2	NDNE
TM4SF4	NDNE
STRC	NDNE
EMILIN2	NDNE
PACSIN2	NDNE
AKAP10	NDNE
MFSD2B	NDNE
HSBP1L1	NDNE
LCTL	NDNE
MTRNR2L1	NDNE
OR5AP2	NDNE
ZER1	NDNE
ZNF44	NDNE
KIAA1257	NDNE
ALDH9A1	NDNE
C14orf118,GPATCH2L	NDNE
STRA6	NDNE
C19orf12	NDNE
FOXN3	NDNE
TRIM45	NDNE
PRAMEF2	NDNE
DEPDC1B	NDNE
ELMO2	NDNE
CDCA5	NDNE
PRR33	NDNE
SBK3	NDNE
HSPB2	NDNE
OR10J1	NDNE
TMPRSS11E	NDNE
RASGRP2	NDNE
PPP1R15A	NDNE
DHX37	NDNE
ZNF212	NDNE
ADH4	NDNE
RXFP3	NDNE
LGSN	NDNE
ASIC5	NDNE
SLC9A8	NDNE
FRMPD2	NDNE
CPNE6	NDNE
ASB10	NDNE
TM7SF3	NDNE
OR52B6	NDNE
RETN	NDNE
SEMA5B	NDNE
ZNF682	NDNE
TECPR2	NDNE
PDCL3	NDNE
MTRNR2L3	NDNE
KRTAP19-6	NDNE
GPR98	NDNE
TRMT61A	NDNE
PCDHB14	NDNE
OR51C1P	NDNE
POTEG	NDNE
PRELP	NDNE
FAM217A	NDNE
KIAA1324L	NDNE
DNASE1L2	NDNE
CFAP52	NDNE
HOXA10	NDNE
SLC22A12	NDNE
USP17L27	NDNE
GRPEL1	NDNE
ADRB2	NDNE
VWC2L	NDNE
TMEM8A	NDNE
GMDS	NDNE
EFTUD1	NDNE
TMEM69	NDNE
SFXN4	NDNE
THY1	NDNE
PSMB10	NDNE
FAM120AOS	NDNE
DNHD1	NDNE
PHLDA2	NDNE
EFCAB6	NDNE
CTTNBP2NL	NDNE
DPEP1	NDNE
YWHAB	NDNE
APOL2	NDNE
SNAPC5	NDNE
PTDSS2	NDNE
C1orf50	NDNE
FAM153C	NDNE
SIGMAR1	NDNE
KCNH1	NDNE
KLK14	NDNE
IMPACT	NDNE
ARID4A	NDNE
CCDC18	NDNE
ANKRD54	NDNE
PARP2	NDNE
LINC01164	NDNE
SH2D4B	NDNE
PHLDB3	NDNE
SLC8A2	NDNE
ERBB2IP	NDNE
RMND5B	NDNE
NUDCD2	NDNE
FAM106A	NDNE
UBBP4	NDNE
PPP6R3	NDNE
KLHDC4	NDNE
SRPK1	NDNE
RPS10	NDNE
C11orf88	NDNE
C12orf79	NDNE
TEX30	NDNE
ACBD7	NDNE
SCG2	NDNE
LIPN	NDNE
C10orf128	NDNE
THOC7	NDNE
UBR7	NDNE
CHD5	NDNE
DEFB107A	NDNE
AP4M1	NDNE
KCNJ9	NDNE
MFSD10	NDNE
HPCAL1	NDNE
CEACAM3	NDNE
STRIP2	NDNE
CLPP	NDNE
MEX3D	NDNE
NUFIP1	NDNE
VN1R4	NDNE
OR2L3	NDNE
MOGAT2	NDNE
TVP23A	NDNE
SPHAR	NDNE
OSTN	NDNE
SCAND1	NDNE
UGT2B17	NDNE
TRIM49B	NDNE
RNF217	NDNE
ZNF527	NDNE
TMC5	NDNE
TNPO1	NDNE
ACCSL	NDNE
KLRG1	NDNE
UBN1	NDNE
SEMA6C	NDNE
LASP1	NDNE
LIMK1	NDNE
ACSM3	NDNE
FAM86A	NDNE
DEDD	NDNE
SETDB2	NDNE
UTP15	NDNE
CCDC91	NDNE
TMEM209	NDNE
MARCH10	NDNE
C8orf44-SGK3	NDNE
GAB2	NDNE
ZHX2	NDNE
BIVM-ERCC5	NDNE
TSPAN1	NDNE
RLF	NDNE
CNTD1	NDNE
ZDHHC6	NDNE
FUT10	NDNE
CCDC117	NDNE
NDUFA3	NDNE
OR5B12	NDNE
SEC22C	NDNE
CYHR1	NDNE
CDH19	NDNE
PLET1	NDNE
EFCAB14	NDNE
UFM1	NDNE
GALNT7	NDNE
HS1BP3	NDNE
NAA35	NDNE
FAM83A	NDNE
ZNF292	NDNE
NFKB2	NDNE
SCUBE3	NDNE
LIMK2	NDNE
C9orf57	NDNE
KLHL21	NDNE
PLA2G16	NDNE
CCDC77	NDNE
GMPR	NDNE
XPO4	NDNE
ARGLU1	NDNE
ELP5	NDNE
KCNJ14	NDNE
DIP2A	NDNE
ABRA	NDNE
IFT43	NDNE
ZNRF2	NDNE
STOX1	NDNE
PRR29	NDNE
PSMD3	NDNE
PNLIPRP3	NDNE
ANO8	NDNE
SMU1	NDNE
IRF2	NDNE
ARHGAP15	NDNE
RPS2	NDNE
PMM1	NDNE
SPNS3	NDNE
IGFL1	NDNE
MRPL16	NDNE
L1TD1	NDNE
IL17F	NDNE
KRTAP10-1	NDNE
ASXL3	NDNE
OLFML3	NDNE
IFNA7	NDNE
CHCHD7	NDNE
HBM	NDNE
GPX3	NDNE
ZC2HC1A	NDNE
RBCK1	NDNE
LRRC37A3	NDNE
TVP23B	NDNE
QRFP	NDNE
PLEKHH2	NDNE
ENPP3	NDNE
LINC01098	NDNE
UQCRC2	NDNE
CCDC81	NDNE
SLC29A4	NDNE
FAM3B	NDNE
CCSER2	NDNE
RAMP3	NDNE
SCGB3A2	NDNE
TOX4	NDNE
ZNF311	NDNE
HENMT1	NDNE
ZSCAN4	NDNE
RNF144A	NDNE
OR7E24	NDNE
FRG2	NDNE
ZNF716	NDNE
HAX1	NDNE
VPS37C	NDNE
ZNF585A	NDNE
OR5H14	NDNE
KLHL22	NDNE
CGB7	NDNE
ELMO3	NDNE
MRGPRG	NDNE
CTSE	NDNE
OR2AP1	NDNE
GXYLT2	NDNE
PARP10	NDNE
GRAMD1C	NDNE
PAQR8	NDNE
JKAMP	NDNE
ZNF587	NDNE
ACAP3	NDNE
PRR23C	NDNE
ZNF205	NDNE
POMZP3	NDNE
CSNK2A2	NDNE
PRDM12	NDNE
SPOCK2	NDNE
DEPDC7	NDNE
MZT2B	NDNE
METTL14	NDNE
PI4KB	NDNE
ARFGEF1	NDNE
TATDN2	NDNE
OLFM2	NDNE
C19orf33	NDNE
NBL1	NDNE
KLK11	NDNE
KIAA0922	NDNE
PMCH	NDNE
PDYN	NDNE
SWAP70	NDNE
REG1A	NDNE
TUBB6	NDNE
DENND1C	NDNE
SLC4A10	NDNE
RAB21	NDNE
CMC2	NDNE
C8orf46	NDNE
SLC25A48	NDNE
ELL2	NDNE
ACAP2	NDNE
CPLX1	NDNE
SIRT5	NDNE
FAM83H	NDNE
UBE3C	NDNE
ZNF177	NDNE
NOD1	NDNE
SHANK1	NDNE
ANKRD28	NDNE
MED7	NDNE
OR10K2	NDNE
PCYOX1L	NDNE
OIP5	NDNE
ABCC10	NDNE
GNLY	NDNE
PDHA2	NDNE
MIER1	NDNE
EEF2K	NDNE
KIAA1958	NDNE
AJAP1	NDNE
SSTR4	NDNE
NOX5	NDNE
TCEA2	NDNE
KRTAP9-9	NDNE
TRAPPC6A	NDNE
DERL1	NDNE
SERPINB8	NDNE
NPPB	NDNE
C7orf57	NDNE
C6orf201	NDNE
PI16	NDNE
ACOT6	NDNE
LETM2	NDNE
MSANTD3	NDNE
SMCP	NDNE
WNT16	NDNE
RFC4	NDNE
SLC37A2	NDNE
FBXO22	NDNE
VOPP1	NDNE
CIB4	NDNE
PCDH1	NDNE
POLR2I	NDNE
